"region","Name","output","subsector","technology","year","Difference","Rel_Dif"
"Taiwan","Policy","electricity","coal","coal (IGCC)",2055,-0.07849969,-89.4591517643466
"Taiwan","Policy","electricity","coal","coal (IGCC)",2060,-0.08388718,-93.5992225279446
"Taiwan","Policy","electricity","coal","coal (IGCC)",2065,-0.0811386,-87.8240285232774
"Taiwan","Policy","electricity","coal","coal (IGCC)",2070,-0.070155,-81.8896185604796
"Taiwan","Policy","electricity","coal","coal (IGCC)",2075,-0.0575405,-77.2137018911423
"Taiwan","Policy","electricity","coal","coal (IGCC)",2080,-0.0464059,-73.8100047556865
"Taiwan","Policy","electricity","coal","coal (IGCC)",2085,-0.0325477,-73.5715819573006
"Taiwan","Policy","electricity","coal","coal (IGCC)",2090,-0.01887932,-67.3503736867453
"Taiwan","Policy","electricity","coal","coal (IGCC)",2095,-0.0095038,-60.6295294477901
"Taiwan","Policy","electricity","coal","coal (IGCC)",2100,-0.00364553,-43.7804737451422
"Taiwan","Policy","electricity","geothermal","geothermal",1990,0,0
"Taiwan","Policy","electricity","geothermal","geothermal",2005,0,NA
"Taiwan","Policy","electricity","geothermal","geothermal",2010,0,NA
"Taiwan","Policy","electricity","geothermal","geothermal",2015,0,NA
"Taiwan","Policy","electricity","geothermal","geothermal",2020,0,0
"Taiwan","Policy","electricity","geothermal","geothermal",2025,1.99999999998812e-08,0.000645334073312572
"Taiwan","Policy","electricity","geothermal","geothermal",2030,-9.99999999994061e-09,-0.000322610824881702
"Taiwan","Policy","electricity","geothermal","geothermal",2035,-4.32999999999987e-06,-0.139704008182198
"Taiwan","Policy","electricity","geothermal","geothermal",2040,-4.20000000000021e-06,-0.135537211418694
"Taiwan","Policy","electricity","geothermal","geothermal",2045,-4.69999999999984e-06,-0.151712739996638
"Taiwan","Policy","electricity","geothermal","geothermal",2050,-4.10999999999988e-06,-0.132724072788332
"Taiwan","Policy","electricity","geothermal","geothermal",2055,-3.21999999999996e-06,-0.104005503893745
"Taiwan","Policy","electricity","geothermal","geothermal",2060,-2.38999999999968e-06,-0.0772220732349485
"Taiwan","Policy","electricity","geothermal","geothermal",2065,3.58999999999993e-06,0.116069667665704
"Taiwan","Policy","electricity","geothermal","geothermal",2070,4.89999999999692e-07,0.015841353692157
"Taiwan","Policy","electricity","geothermal","geothermal",2075,-3.39999999999716e-07,-0.0109921018515134
"Taiwan","Policy","electricity","geothermal","geothermal",2080,-6.0000000000034e-07,-0.0193990184096795
"Taiwan","Policy","electricity","geothermal","geothermal",2085,-7.20000000000061e-07,-0.0232774674115476
"Taiwan","Policy","electricity","geothermal","geothermal",2090,1.88000000000011e-06,0.0607853597814349
"Taiwan","Policy","electricity","geothermal","geothermal",2095,6.40000000000102e-07,0.0206954311602086
"Taiwan","Policy","electricity","geothermal","geothermal",2100,-9.99999999998398e-08,-0.0032335147335047
"Taiwan","Policy","electricity","nuclear","Gen_III",1990,0,NA
"Taiwan","Policy","electricity","nuclear","Gen_III",2005,0,NA
"Taiwan","Policy","electricity","nuclear","Gen_III",2010,0,NA
"Taiwan","Policy","electricity","nuclear","Gen_III",2015,0,NA
"Taiwan","Policy","electricity","nuclear","Gen_III",2020,-9.99999999994061e-09,-0.000241155617718683
"Taiwan","Policy","electricity","nuclear","Gen_III",2025,-7.90000000000009e-05,-0.95870179641301
"Taiwan","Policy","electricity","nuclear","Gen_III",2030,-4.67000000000002e-05,-0.368459256453956
"Taiwan","Policy","electricity","nuclear","Gen_III",2035,0.0182473,97.8853633023094
"Taiwan","Policy","electricity","nuclear","Gen_III",2040,0.0401181,152.698809029906
"Taiwan","Policy","electricity","nuclear","Gen_III",2045,0.0746103,206.35833354077
"Taiwan","Policy","electricity","nuclear","Gen_III",2050,0.1155787,240.782437142327
"Taiwan","Policy","electricity","nuclear","Gen_III",2055,0.1446779,238.498007817072
"Taiwan","Policy","electricity","nuclear","Gen_III",2060,0.1692488,223.235667311208
"Taiwan","Policy","electricity","nuclear","Gen_III",2065,0.152117,148.376430194789
"Taiwan","Policy","electricity","nuclear","Gen_III",2070,0.148187,117.858477885678
"Taiwan","Policy","electricity","nuclear","Gen_III",2075,0.150081,101.546737034406
"Taiwan","Policy","electricity","nuclear","Gen_III",2080,0.155579,93.6528957459232
"Taiwan","Policy","electricity","nuclear","Gen_III",2085,0.161534,89.0038624504796
"Taiwan","Policy","electricity","nuclear","Gen_III",2090,0.168189,85.0797231945934
"Taiwan","Policy","electricity","nuclear","Gen_III",2095,0.143516,66.718113691727
"Taiwan","Policy","electricity","nuclear","Gen_III",2100,0.12176,53.2868852817737
"Taiwan","Policy","electricity","solar","PV",1990,0,NA
"Taiwan","Policy","electricity","solar","PV",2005,0,0
"Taiwan","Policy","electricity","solar","PV",2010,0,0
"Taiwan","Policy","electricity","solar","PV",2015,0,0
"Taiwan","Policy","electricity","solar","PV",2020,-1.99999999998812e-08,-0.000180810083415658
"Taiwan","Policy","electricity","solar","PV",2025,-0.000196620000000002,-0.914544381356921
"Taiwan","Policy","electricity","solar","PV",2030,-5.22200000000056e-05,-0.140843057087304
"Taiwan","Policy","electricity","solar","PV",2035,0.05194398,84.4365898749202
"Taiwan","Policy","electricity","solar","PV",2040,0.08129628,86.7518153888116
"Taiwan","Policy","electricity","solar","PV",2045,0.09804688,78.6044346658111
"Taiwan","Policy","electricity","solar","PV",2050,0.1038589,70.7247697300772
"Taiwan","Policy","electricity","solar","PV",2055,0.10082,62.0265492333428
"Taiwan","Policy","electricity","solar","PV",2060,0.0957168,55.7760631574899
"Taiwan","Policy","electricity","solar","PV",2065,0.02079337,11.7689704980088
"Taiwan","Policy","electricity","solar","PV",2070,-0.01279203,-7.76084966301173
"Taiwan","Policy","electricity","solar","PV",2075,-0.02530293,-17.2583362434931
"Taiwan","Policy","electricity","solar","PV",2080,-0.02392353,-18.520749546146
"Taiwan","Policy","electricity","solar","PV",2085,-0.01448812,-12.9121311265607
"Taiwan","Policy","electricity","solar","PV",2090,-0.00144413,-1.50627750351764
"Taiwan","Policy","electricity","solar","PV",2095,0.02034765,26.8881421887599
"Taiwan","Policy","electricity","solar","PV",2100,0.02579375,40.6310587239008
"Taiwan","Policy","electricity","solar","CSP_storage",1990,0,NA
"Taiwan","Policy","electricity","solar","CSP_storage",2005,0,NA
"Taiwan","Policy","electricity","solar","CSP_storage",2010,0,NA
"Taiwan","Policy","electricity","solar","CSP_storage",2015,0,NA
"Taiwan","Policy","electricity","solar","CSP_storage",2020,0,NA
"Taiwan","Policy","electricity","solar","CSP_storage",2025,-1.12430000000001e-05,-1.89400767171658
"Taiwan","Policy","electricity","solar","CSP_storage",2030,3.29999999999992e-07,0.0172288672280837
"Taiwan","Policy","electricity","solar","CSP_storage",2035,0.01118092,226.083615746095
"Taiwan","Policy","electricity","solar","CSP_storage",2040,0.0355025,332.078383687214
"Taiwan","Policy","electricity","solar","CSP_storage",2045,0.094945,445.479284943462
"Taiwan","Policy","electricity","solar","CSP_storage",2050,0.1877553,494.200838604221
"Taiwan","Policy","electricity","solar","CSP_storage",2055,0.2691116,449.986288634281
"Taiwan","Policy","electricity","solar","CSP_storage",2060,0.3476887,384.074793733976
"Taiwan","Policy","electricity","solar","CSP_storage",2065,0.296849,191.886877828054
"Taiwan","Policy","electricity","solar","CSP_storage",2070,0.264975,123.331378462913
"Taiwan","Policy","electricity","solar","CSP_storage",2075,0.214532,78.4483798894939
"Taiwan","Policy","electricity","solar","CSP_storage",2080,0.143967,43.0435796548549
"Taiwan","Policy","electricity","solar","CSP_storage",2085,0.087662,22.7600692704533
"Taiwan","Policy","electricity","solar","CSP_storage",2090,0.037463,8.58396535526889
"Taiwan","Policy","electricity","solar","CSP_storage",2095,0.0527799999999999,11.2699273582931
"Taiwan","Policy","electricity","solar","CSP_storage",2100,0.065198,13.1845509531792
"Taiwan","Policy","electricity","wind","wind",1990,0,NA
"Taiwan","Policy","electricity","wind","wind",2005,0,0
"Taiwan","Policy","electricity","wind","wind",2010,0,0
"Taiwan","Policy","electricity","wind","wind",2015,0,0
"Taiwan","Policy","electricity","wind","wind",2020,-9.99999999994061e-08,-0.000507412021095178
"Taiwan","Policy","electricity","wind","wind",2025,-0.000217700000000001,-0.66574007391336
"Taiwan","Policy","electricity","wind","wind",2030,-8.74000000000014e-05,-0.190268236851303
"Taiwan","Policy","electricity","wind","wind",2035,0.031928,51.6847984886956
"Taiwan","Policy","electricity","wind","wind",2040,0.0537041,67.3098000976356
"Taiwan","Policy","electricity","wind","wind",2045,0.0715427,75.5860231355922
"Taiwan","Policy","electricity","wind","wind",2050,0.0813373,79.3913388924082
"Taiwan","Policy","electricity","wind","wind",2055,0.080464,71.192463140311
"Taiwan","Policy","electricity","wind","wind",2060,0.0734125,58.0045257949771
"Taiwan","Policy","electricity","wind","wind",2065,0.0144469,9.71270445596176
"Taiwan","Policy","electricity","wind","wind",2070,-0.0082014,-5.11453033240643
"Taiwan","Policy","electricity","wind","wind",2075,-0.0144655,-8.68737230634705
"Taiwan","Policy","electricity","wind","wind",2080,-0.00967509999999999,-5.67657970099548
"Taiwan","Policy","electricity","wind","wind",2085,0.000360799999999994,0.212004209529257
"Taiwan","Policy","electricity","wind","wind",2090,0.0106459,6.2876964111481
"Taiwan","Policy","electricity","wind","wind",2095,0.0212847,12.9663947249148
"Taiwan","Policy","electricity","wind","wind",2100,0.0158537,9.64058438103346
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",1990,0,NA
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2005,0,NA
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2010,0,NA
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2015,0,NA
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2020,0,NA
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2025,-4.93399999999999e-05,-3.15074266593443
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2030,-0.00031804,-11.7682319900242
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2035,0.14254136,2450.15779594475
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2040,0.2475448,1882.1550767172
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2045,0.3409631,1283.21998878472
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2050,0.6104203,1387.42292035539
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2055,1.3059805,1729.78695223147
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2060,1.883352,1572.10637907144
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2065,3.029314,1717.82405044628
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2070,3.206551,1310.62049628258
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2075,2.930907,917.994005130406
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2080,2.285318,593.21621214717
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2085,2.635356,560.018190163711
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2090,2.954685,516.865067217115
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2095,3.12527,452.85892308584
"China","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2100,3.07122,366.936283587617
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",1990,0,NA
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2005,0,NA
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2010,0,NA
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2015,0,NA
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2020,0,NA
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2025,-2.08999999999995e-06,-0.168201133144472
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2030,-0.00012056,-4.46720369944938
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2035,0.07662796,1326.23887127369
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2040,0.1481573,1204.46234767127
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2045,0.2346401,919.980474340225
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2050,0.3685983,844.272275628912
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2055,0.456299,606.99852340601
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2060,0.473046,398.599560150661
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2065,0.600099,348.289311023279
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2070,0.621295,261.801824579146
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2075,0.596272,191.648453369674
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2080,0.534833,141.51754174748
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2085,0.527793,115.297805642633
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2090,0.495834,91.677483054326
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2095,0.534703,85.5501530358374
"China","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2100,0.486587,67.8082144056589
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",1990,0,NA
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2005,0,NA
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2010,0,NA
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2015,0,NA
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2020,0,NA
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2025,-3.40000000000062e-06,-0.0184570953960438
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2030,9.80000000000425e-06,0.027450211478682
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2035,1.0185001,1642.47982983362
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2040,1.810039,1657.98517921426
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2045,2.589275,1322.50938529509
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2050,3.192101,1058.49772357238
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2055,3.267248,711.722599561715
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2060,2.988414,463.44502237813
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2065,2.912366,346.234577734874
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2070,2.7459,262.747949898093
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2075,2.4637,196.751291736877
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2080,2.15609,151.58113048369
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2085,1.6911,106.622700276156
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2090,1.20077,69.4207087934324
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2095,0.65826,35.8010725202049
"China","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2100,0.20759,10.7915763426439
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",1990,0,NA
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2005,0,NA
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2010,0,NA
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2015,0,NA
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2020,0,NA
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2025,-2.72400000000013e-05,-0.296016170046307
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2030,-4.69999999999984e-05,-0.236843829210395
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2035,0.7539413,1924.02151805378
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2040,1.4338554,1799.41343747725
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2045,2.197763,1335.31992198655
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2050,2.874514,1030.19575236716
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2055,3.022747,653.916145487428
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2060,2.846367,411.257554763456
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2065,2.89525,306.89527241891
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2070,2.75027,226.80394517656
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2075,2.53977,170.465803074032
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2080,2.33355,135.587951611216
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2085,1.94556,99.3534945001072
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2090,1.51461,69.9821649694125
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2095,1.00453,43.1782915747893
"China","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2100,0.48841,19.8450299050839
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",1990,0,0
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2005,0,0
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2010,0,0
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2015,0,0
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2020,0,0
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2025,0.0103000000000009,0.0572378036243248
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2030,0.022199999999998,0.117998490469751
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2035,-4.085,-21.8151718245174
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2040,-8.9024,-49.9217729227767
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2045,-12.69803,-77.9570248948645
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2050,-13.781186,-97.6952567292628
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2055,-11.5809979,-99.8723494713603
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2060,-9.0992159,-99.9795178154681
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2065,-6.87354958,-99.980648098585
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2070,-4.92529603,-99.9721115885578
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2075,-3.296169,-99.9608486532058
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2080,-1.841322545,-99.9621364045993
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2085,-0.939885952,-99.9728713033471
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2090,-0.389733235,-99.9859500549016
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2095,-0.1383348899,-99.9919693377474
"China","Policy_NoDAC","electricity","coal","coal (conv pul)",2100,-0.04758721421,-99.9941462702248
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",1990,0,NA
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2005,0,NA
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2010,0,NA
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2015,0,NA
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2020,0,NA
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2025,0.00115199999999993,0.185741142630483
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2030,0.00314000000000014,0.254570513600076
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2035,-0.16032,-9.1667476685745
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2040,-0.78815,-36.3922224120496
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2045,-1.703096,-67.8916505551015
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2050,-2.5672213,-96.3284754246605
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2055,-2.68719156,-99.8202679762113
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2060,-2.550239316,-99.9748838048046
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2065,-2.258518805,-99.9786987605135
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2070,-1.851811038,-99.9725229981861
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2075,-1.421024336,-99.9644281865314
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2080,-1.084779972,-99.9631371753995
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2085,-0.642475597,-99.9733285925244
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2090,-0.3164977581,-99.9822330787164
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2095,-0.1310448551,-99.9892072272793
"China","Policy_NoDAC","electricity","coal","coal (IGCC)",2100,-0.05081252755,-99.992182755601
"China","Policy_NoDAC","electricity","geothermal","geothermal",1990,0,0
"China","Policy_NoDAC","electricity","geothermal","geothermal",2005,0,0
"China","Policy_NoDAC","electricity","geothermal","geothermal",2010,0,0
"China","Policy_NoDAC","electricity","geothermal","geothermal",2015,0,0
"China","Policy_NoDAC","electricity","geothermal","geothermal",2020,1.00000000002876e-07,0.000175746924433876
"China","Policy_NoDAC","electricity","geothermal","geothermal",2025,0,0
"China","Policy_NoDAC","electricity","geothermal","geothermal",2030,0,0
"China","Policy_NoDAC","electricity","geothermal","geothermal",2035,-0.000218999999999997,-0.193769299510708
"China","Policy_NoDAC","electricity","geothermal","geothermal",2040,-0.000144000000000005,-0.127433628318589
"China","Policy_NoDAC","electricity","geothermal","geothermal",2045,-0.000116999999999992,-0.103573736533194
"China","Policy_NoDAC","electricity","geothermal","geothermal",2050,-0.000109999999999999,-0.0973908116196083
"China","Policy_NoDAC","electricity","geothermal","geothermal",2055,-1.19999999999981e-05,-0.0106282161424873
"China","Policy_NoDAC","electricity","geothermal","geothermal",2060,6.10000000000055e-05,0.0540315508826678
"China","Policy_NoDAC","electricity","geothermal","geothermal",2065,-6.49999999999956e-05,-0.057574603399555
"China","Policy_NoDAC","electricity","geothermal","geothermal",2070,2.80000000000002e-05,0.0248024660737698
"China","Policy_NoDAC","electricity","geothermal","geothermal",2075,1.89999999999912e-05,0.0168306920957677
"China","Policy_NoDAC","electricity","geothermal","geothermal",2080,7.000000000007e-06,0.00620100101874208
"China","Policy_NoDAC","electricity","geothermal","geothermal",2085,8.40000000000007e-05,0.0744027847899457
"China","Policy_NoDAC","electricity","geothermal","geothermal",2090,0.000106000000000009,0.0938809129476028
"China","Policy_NoDAC","electricity","geothermal","geothermal",2095,-9.59999999999989e-05,-0.085018199208267
"China","Policy_NoDAC","electricity","geothermal","geothermal",2100,-2.59999999999982e-05,-0.0230255583697889
"China","Policy_NoDAC","electricity","nuclear","Gen_III",1990,0,NA
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2005,0,NA
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2010,0,NA
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2015,0,NA
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2020,0,0
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2025,-0.00131700000000001,-0.157841939933773
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2030,-0.0031000000000001,-0.22215056075102
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2035,2.69106,131.926993200347
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2040,4.38217,153.444846736185
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2045,6.10747,153.018417419757
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2050,7.94888,155.97599789648
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2055,8.24842,130.187916878427
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2060,7.72664,102.655591516137
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2065,8.25249,95.8609842707645
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2070,7.90996,82.0463777015281
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2075,7.6039,71.7328754846561
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2080,7.5331,68.4565893022664
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2085,7.0129,62.1986696230599
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2090,6.4628,56.927928404066
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2095,4.1597,36.9984612511007
"China","Policy_NoDAC","electricity","nuclear","Gen_III",2100,2.4932,22.8056053565548
"China","Policy_NoDAC","electricity","solar","PV",1990,0,0
"China","Policy_NoDAC","electricity","solar","PV",2005,0,0
"China","Policy_NoDAC","electricity","solar","PV",2010,0,0
"China","Policy_NoDAC","electricity","solar","PV",2015,0,0
"China","Policy_NoDAC","electricity","solar","PV",2020,0,0
"China","Policy_NoDAC","electricity","solar","PV",2025,-0.00122,-0.137955209788035
"China","Policy_NoDAC","electricity","solar","PV",2030,-0.00184000000000006,-0.0946962386551108
"China","Policy_NoDAC","electricity","solar","PV",2035,3.13398,95.3201869309533
"China","Policy_NoDAC","electricity","solar","PV",2040,3.8582,82.6408575525823
"China","Policy_NoDAC","electricity","solar","PV",2045,4.0619,68.989295525861
"China","Policy_NoDAC","electricity","solar","PV",2050,4.408572,66.2871288691858
"China","Policy_NoDAC","electricity","solar","PV",2055,4.260573,60.3824843483714
"China","Policy_NoDAC","electricity","solar","PV",2060,3.813582,55.3299668404562
"China","Policy_NoDAC","electricity","solar","PV",2065,1.706038,26.6866619249102
"China","Policy_NoDAC","electricity","solar","PV",2070,1.072566,18.1814113500965
"China","Policy_NoDAC","electricity","solar","PV",2075,1.02511,18.8500635592714
"China","Policy_NoDAC","electricity","solar","PV",2080,1.106126,21.1325649929073
"China","Policy_NoDAC","electricity","solar","PV",2085,0.896633,17.7037679837383
"China","Policy_NoDAC","electricity","solar","PV",2090,0.795543,16.2917547083801
"China","Policy_NoDAC","electricity","solar","PV",2095,0.832211,17.730783702212
"China","Policy_NoDAC","electricity","solar","PV",2100,0.971526,21.6278825923468
"China","Policy_NoDAC","electricity","solar","CSP_storage",1990,0,NA
"China","Policy_NoDAC","electricity","solar","CSP_storage",2005,0,NA
"China","Policy_NoDAC","electricity","solar","CSP_storage",2010,0,NA
"China","Policy_NoDAC","electricity","solar","CSP_storage",2015,0,NA
"China","Policy_NoDAC","electricity","solar","CSP_storage",2020,0,NA
"China","Policy_NoDAC","electricity","solar","CSP_storage",2025,-5.5000000000003e-06,-0.243297163155091
"China","Policy_NoDAC","electricity","solar","CSP_storage",2030,-2.31199999999997e-05,-0.237112883988006
"China","Policy_NoDAC","electricity","solar","CSP_storage",2035,0.1369068,438.393554750042
"China","Policy_NoDAC","electricity","solar","CSP_storage",2040,0.3286809,403.898516904633
"China","Policy_NoDAC","electricity","solar","CSP_storage",2045,0.65141,326.757158048918
"China","Policy_NoDAC","electricity","solar","CSP_storage",2050,1.079763,293.655645817072
"China","Policy_NoDAC","electricity","solar","CSP_storage",2055,1.201675,193.004505191812
"China","Policy_NoDAC","electricity","solar","CSP_storage",2060,1.084408,118.182333375474
"China","Policy_NoDAC","electricity","solar","CSP_storage",2065,1.0677,87.9272008564605
"China","Policy_NoDAC","electricity","solar","CSP_storage",2070,0.74315,49.5126354993237
"China","Policy_NoDAC","electricity","solar","CSP_storage",2075,0.29005,16.8349875210401
"China","Policy_NoDAC","electricity","solar","CSP_storage",2080,-0.19134,-10.3506475240455
"China","Policy_NoDAC","electricity","solar","CSP_storage",2085,-0.54127,-28.378562590441
"China","Policy_NoDAC","electricity","solar","CSP_storage",2090,-0.6739,-35.650803055632
